Categories,Available Services,1 oz.,2 oz.,3 oz.,4 oz.,5 oz.,6 oz.,7 oz.,8 oz.,9 oz.,10 oz.,11 oz.,12 oz.,13 oz.,14 oz.,15 oz.,15.99 oz.,1 lb.,2 lb.,3 lb.,4 lb.,5 lb.,6 lb.,7 lb.,8 lb.,9 lb.,10 lb.,11 lb.,12 lb.,13 lb.,14 lb.,15 lb.,16 lb.,17 lb.,18 lb.,19 lb.,20 lb.,21 lb.,22 lb.,23 lb.,24 lb.,25 lb.,26 lb.,27 lb.,28 lb.,29 lb.,30 lb.,31 lb.,32 lb.,33 lb.,34 lb.,35 lb.,36 lb.,37 lb.,38 lb.,39 lb.,40 lb.,41 lb.,42 lb.,43 lb.,44 lb.,45 lb.,46 lb.,47 lb.,48 lb.,49 lb.,50 lb.,51 lb.,52 lb.,53 lb.,54 lb.,55 lb.
"Health & Beauty -> Diet, Nutrition, Vitamins & Supplements", SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> First Aid & Home Treatment, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Fragrances, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Hair Care, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Home Health Care, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Makeup, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Massagers & Spa, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Medical Devices & Daily Living Aids, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Oral Care, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Sexual Wellness & Family Planning, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Shaving, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty -> Vision & Optical, SC ,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,2.07,2.3,2.53,2.76,2.99,3.22,3.45,3.68,3.68,3.68,3.68,3.68,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Appliance,  ,,6.87,6.87,6.87,6.87,6.87,6.87,6.87,7.73,8.59,9.45,10.3,11.16,12.02,12.88,13.74,13.74,13.74,14.91,16.09,17.26,19.3,21.34,23.37,25.41,27.45,29.23,31.02,32.8,34.58,36.37,38.15,39.93,41.71,43.5,45.28,45.39,45.5,45.61,45.72,45.83,45.94,46.05,46.16,46.27,46.38,46.49,46.6,46.71,46.82,46.93,47.04,47.15,47.26,47.37,47.48,47.6,47.71,47.82,47.93,48.05,48.16,48.28,48.4,48.52,55.68,58.28,60.88,63.48,66.08,68.68
Home -> Appliances -> Accessories, SC ,,3.41,3.41,3.41,3.41,3.41,3.41,3.41,3.84,4.27,4.69,5.12,5.55,5.97,6.4,6.83,6.83,6.83,7.19,7.56,7.93,8.57,9.2,9.84,10.48,11.12,11.67,12.23,12.79,13.35,13.91,14.46,15.02,15.58,16.14,16.7,16.81,16.91,17.02,17.13,17.24,17.35,17.46,17.56,17.67,17.78,17.89,18.0,18.11,18.22,18.32,18.43,18.54,18.65,18.76,18.87,18.98,19.08,19.19,19.3,19.41,19.52,19.63,19.73,19.84,19.95,20.77,21.58,22.39,23.21,24.02
Home -> Appliances -> Major Appliances -> Dishwashers, SC ,,,,,,,,,,,,,,,,,,,,,,8.57,9.2,9.84,10.48,11.12,11.67,12.23,12.79,13.35,13.91,14.46,15.02,15.58,16.14,16.7,16.81,16.91,17.02,17.13,17.24,17.35,17.46,17.56,17.67,17.78,17.89,18.0,18.11,18.22,18.32,18.43,18.54,18.65,18.76,18.87,18.98,19.08,19.19,19.3,19.41,19.52,19.63,19.73,19.84,19.95,20.77,21.58,22.39,23.21,24.02
Home -> Appliances -> Major Appliances -> Freezers, SC ,,,,,,,,,,,,,,,,,,,,,,8.57,9.2,9.84,10.48,11.12,11.67,12.23,12.79,13.35,13.91,14.46,15.02,15.58,16.14,16.7,16.81,16.91,17.02,17.13,17.24,17.35,17.46,17.56,17.67,17.78,17.89,18.0,18.11,18.22,18.32,18.43,18.54,18.65,18.76,18.87,18.98,19.08,19.19,19.3,19.41,19.52,19.63,19.73,19.84,19.95,20.77,21.58,22.39,23.21,24.02
Home -> Appliances -> Major Appliances -> Ice Makers, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,29.23,31.02,32.8,34.58,36.37,38.15,39.93,41.71,43.5,45.28,45.39,45.5,45.61,45.72,45.83,45.94,46.05,46.16,46.27,46.38,46.49,46.6,46.71,46.82,46.93,47.04,47.15,47.26,47.37,47.48,47.6,47.71,47.82,47.93,48.05,48.16,48.28,48.4,48.52,55.68,58.28,60.88,63.48,66.08,68.68
Home -> Appliances -> Major Appliances -> Laundry, SC ,,,,,,,,,,,,,,,,,,,,,,8.57,9.2,9.84,10.48,11.12,11.67,12.23,12.79,13.35,13.91,14.46,15.02,15.58,16.14,16.7,16.81,16.91,17.02,17.13,17.24,17.35,17.46,17.56,17.67,17.78,17.89,18.0,18.11,18.22,18.32,18.43,18.54,18.65,18.76,18.87,18.98,19.08,19.19,19.3,19.41,19.52,19.63,19.73,19.84,19.95,20.77,21.58,22.39,23.21,24.02
Home -> Appliances -> Major Appliances -> Ovens / Ranges, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,29.23,31.02,32.8,34.58,36.37,38.15,39.93,41.71,43.5,45.28,45.39,45.5,45.61,45.72,45.83,45.94,46.05,46.16,46.27,46.38,46.49,46.6,46.71,46.82,46.93,47.04,47.15,47.26,47.37,47.48,47.6,47.71,47.82,47.93,48.05,48.16,48.28,48.4,48.52,55.68,58.28,60.88,63.48,66.08,68.68
Home -> Appliances -> Major Appliances -> Refrigerators, SC ,,,,,,,,,,,,,,,,,,,,,,8.57,9.2,9.84,10.48,11.12,11.67,12.23,12.79,13.35,13.91,14.46,15.02,15.58,16.14,16.7,16.81,16.91,17.02,17.13,17.24,17.35,17.46,17.56,17.67,17.78,17.89,18.0,18.11,18.22,18.32,18.43,18.54,18.65,18.76,18.87,18.98,19.08,19.19,19.3,19.41,19.52,19.63,19.73,19.84,19.95,20.77,21.58,22.39,23.21,24.02
Home -> Appliances -> Major Appliances -> Water Heaters -> Electric, SC ,,,,,,,,,,,,,,,,,,,,,,8.57,9.2,9.84,10.48,11.12,11.67,12.23,12.79,13.35,13.91,14.46,15.02,15.58,16.14,16.7,16.81,16.91,17.02,17.13,17.24,17.35,17.46,17.56,17.67,17.78,17.89,18.0,18.11,18.22,18.32,18.43,18.54,18.65,18.76,18.87,18.98,19.08,19.19,19.3,19.41,19.52,19.63,19.73,19.84,19.95,20.77,21.58,22.39,23.21,24.02
Home -> Appliances -> Major Appliances -> Water Heaters -> Gas, SC ,,,,,,,,,,,,,,,,,,,,,,8.57,9.2,9.84,10.48,11.12,11.67,12.23,12.79,13.35,13.91,14.46,15.02,15.58,16.14,16.7,16.81,16.91,17.02,17.13,17.24,17.35,17.46,17.56,17.67,17.78,17.89,18.0,18.11,18.22,18.32,18.43,18.54,18.65,18.76,18.87,18.98,19.08,19.19,19.3,19.41,19.52,19.63,19.73,19.84,19.95,20.77,21.58,22.39,23.21,24.02
Home -> Appliances -> Small Appliances -> Bar Refrigerators & Water Coolers, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,29.23,31.02,32.8,34.58,36.37,38.15,39.93,41.71,43.5,45.28,45.39,45.5,45.61,45.72,45.83,45.94,46.05,46.16,46.27,46.38,46.49,46.6,46.71,46.82,46.93,47.04,47.15,47.26,47.37,47.48,47.6,47.71,47.82,47.93,48.05,48.16,48.28,48.4,48.52,55.68,58.28,60.88,63.48,66.08,68.68
Home -> Appliances -> Small Appliances -> Can Openers, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,29.23,31.02,32.8,34.58,36.37,38.15,39.93,41.71,43.5,45.28,45.39,45.5,45.61,45.72,45.83,45.94,46.05,46.16,46.27,46.38,46.49,46.6,46.71,46.82,46.93,47.04,47.15,47.26,47.37,47.48,47.6,47.71,47.82,47.93,48.05,48.16,48.28,48.4,48.52,55.68,58.28,60.88,63.48,66.08,68.68
Home -> Appliances -> Small Appliances -> Coffee & Beverage Machines -> Drip Brewers / Perculators, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,29.23,31.02,32.8,34.58,36.37,38.15,39.93,41.71,43.5,45.28,45.39,45.5,45.61,45.72,45.83,45.94,46.05,46.16,46.27,46.38,46.49,46.6,46.71,46.82,46.93,47.04,47.15,47.26,47.37,47.48,47.6,47.71,47.82,47.93,48.05,48.16,48.28,48.4,48.52,55.68,58.28,60.88,63.48,66.08,68.68
Home -> Appliances -> Small Appliances -> Coffee & Beverage Machines -> Single Cup Brewers, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,29.23,31.02,32.8,34.58,36.37,38.15,39.93,41.71,43.5,45.28,45.39,45.5,45.61,45.72,45.83,45.94,46.05,46.16,46.27,46.38,46.49,46.6,46.71,46.82,46.93,47.04,47.15,47.26,47.37,47.48,47.6,47.71,47.82,47.93,48.05,48.16,48.28,48.4,48.52,55.68,58.28,60.88,63.48,66.08,68.68
Home -> Appliances -> Small Appliances -> Deep Fryers, SC ,,,,,,,,,,,,,,,,,,,,,,8.57,9.2,9.84,10.48,11.12,11.67,12.23,12.79,13.35,13.91,14.46,15.02,15.58,16.14,16.7,16.81,16.91,17.02,17.13,17.24,17.35,17.46,17.56,17.67,17.78,17.89,18.0,18.11,18.22,18.32,18.43,18.54,18.65,18.76,18.87,18.98,19.08,19.19,19.3,19.41,19.52,19.63,19.73,19.84,19.95,20.77,21.58,22.39,23.21,24.02
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers", Not Accepted ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Appliances -> Small Appliances -> Griddles & Skillets, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,29.23,31.02,32.8,34.58,36.37,38.15,39.93,41.71,43.5,45.28,45.39,45.5,45.61,45.72,45.83,45.94,46.05,46.16,46.27,46.38,46.49,46.6,46.71,46.82,46.93,47.04,47.15,47.26,47.37,47.48,47.6,47.71,47.82,47.93,48.05,48.16,48.28,48.4,48.52,55.68,58.28,60.88,63.48,66.08,68.68
Home -> Appliances -> Small Appliances -> Kettles & Ice Tea Makers, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Appliances -> Small Appliances -> Microwaves, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,29.23,31.02,32.8,34.58,36.37,38.15,39.93,41.71,43.5,45.28,45.39,45.5,45.61,45.72,45.83,45.94,46.05,46.16,46.27,46.38,46.49,46.6,46.71,46.82,46.93,47.04,47.15,47.26,47.37,47.48,47.6,47.71,47.82,47.93,48.05,48.16,48.28,48.4,48.52,55.68,58.28,60.88,63.48,66.08,68.68
"Home -> Appliances -> Small Appliances -> Slow Cookers, Roasters, Rice Cookers & Steamers", SC&VAS ,,,,,,,,,,,,,,,,,,,,,,19.3,21.34,23.37,25.41,27.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedding,  ,,,,3.3,3.3,3.3,3.3,3.3,3.72,4.13,4.54,4.96,5.37,5.78,6.2,6.61,6.61,6.61,6.95,7.29,7.63,8.23,8.82,9.42,10.01,10.6,11.12,11.64,12.16,12.68,13.2,13.72,14.24,14.76,15.28,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Bedding -> Bedding Sets, SC&VAS ,,,,3.3,3.3,3.3,3.3,3.3,3.72,4.13,4.54,4.96,5.37,5.78,6.2,6.61,6.61,6.61,6.95,7.29,7.63,8.23,8.82,9.42,10.01,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Home -> Bedding -> Blankets, Throws & Quilts", SC&VAS ,,,,3.3,3.3,3.3,3.3,3.3,3.72,4.13,4.54,4.96,5.37,5.78,6.2,6.61,6.61,6.61,6.95,7.29,7.63,8.23,8.82,9.42,10.01,10.6,11.12,11.64,12.16,12.68,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Bedding -> Comforters & Duvets, SC&VAS ,,,,3.3,3.3,3.3,3.3,3.3,3.72,4.13,4.54,4.96,5.37,5.78,6.2,6.61,6.61,6.61,6.95,7.29,7.63,8.23,8.82,9.42,10.01,10.6,11.12,11.64,12.16,12.68,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Home -> Bedding -> Covers, Mattress Pads & Toppers", SC&VAS ,,,,,,,,3.3,3.72,4.13,4.54,4.96,5.37,5.78,6.2,6.61,6.61,6.61,6.95,7.29,7.63,8.23,8.82,9.42,10.01,10.6,11.12,11.64,12.16,12.68,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Bedding -> Pillows, SC&VAS ,,,,,,,,3.3,3.72,4.13,4.54,4.96,5.37,5.78,6.2,6.61,6.61,6.61,6.95,7.29,7.63,8.23,8.82,9.42,10.01,10.6,11.12,11.64,12.16,12.68,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Home -> Bedding -> Sheets, Pillowcases & Bed Skirts", SC&VAS ,,,,3.3,3.3,3.3,3.3,3.3,3.72,4.13,4.54,4.96,5.37,5.78,6.2,6.61,6.61,6.61,6.95,7.29,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Heating and Cooling,  ,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.8,6.45,7.09,7.74,8.38,9.03,9.67,10.32,10.32,10.32,11.09,11.87,12.64,13.99,15.33,16.68,18.02,19.36,20.54,21.72,22.89,24.07,25.25,26.42,27.6,28.78,29.95,31.13,31.19,31.26,31.32,31.39,31.45,31.51,31.58,31.64,31.71,31.77,31.83,31.9,31.96,32.03,32.09,32.15,32.22,32.28,32.35,32.41,32.48,32.54,32.61,32.67,32.74,32.81,32.88,32.95,33.02,37.99,39.71,41.43,43.14,44.86,46.57
Home -> Heating & Cooling -> Accessories, SC ,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3.1,3.44,3.79,4.13,4.47,4.82,5.16,5.51,5.51,5.51,5.72,5.93,6.15,6.52,6.89,7.26,7.63,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Heating & Cooling -> Air Conditioners, SC&VAS ,,,,,,,,,,,,,,,,,,,,,12.64,13.99,15.33,16.68,18.02,19.36,20.54,21.72,22.89,24.07,25.25,26.42,27.6,28.78,29.95,31.13,31.19,31.26,31.32,31.39,31.45,31.51,31.58,31.64,31.71,31.77,31.83,31.9,31.96,32.03,32.09,32.15,32.22,32.28,32.35,32.41,32.48,32.54,32.61,32.67,32.74,32.81,32.88,32.95,33.02,37.99,39.71,41.43,43.14,44.86,46.57
Home -> Heating & Cooling -> Fans, SC&VAS ,,,,,,,,,,,,,,,,,,,,,12.64,13.99,15.33,16.68,18.02,19.36,20.54,21.72,22.89,24.07,25.25,26.42,27.6,28.78,29.95,31.13,31.19,31.26,31.32,31.39,31.45,31.51,31.58,31.64,31.71,31.77,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Heating & Cooling -> Fireplaces, SC ,,,,,,,,,,,,,,,,,,,,,6.15,6.52,6.89,7.26,7.63,8.0,8.33,8.65,8.98,9.3,9.62,9.95,10.27,10.6,10.92,11.25,11.31,11.37,11.44,11.5,11.56,11.63,11.69,11.75,11.81,11.88,11.94,12.0,12.07,12.13,12.19,12.26,12.32,12.38,12.45,12.51,12.57,12.63,12.7,12.76,12.82,12.89,12.95,13.01,13.08,13.14,13.61,14.09,14.56,15.03,15.51
Home -> Heating & Cooling -> Heaters, SC&VAS ,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,20.54,21.72,22.89,24.07,25.25,26.42,27.6,28.78,29.95,31.13,31.19,31.26,31.32,31.39,31.45,31.51,31.58,31.64,31.71,31.77,31.83,31.9,31.96,32.03,32.09,32.15,32.22,32.28,32.35,32.41,32.48,32.54,32.61,32.67,32.74,32.81,32.88,32.95,33.02,37.99,39.71,41.43,43.14,44.86,46.57
Home -> Heating & Cooling -> Humidifiers / De-Humidifiers, SC&VAS ,,,,,,,,,,,,,,,,,,,,,12.64,13.99,15.33,16.68,18.02,19.36,20.54,21.72,22.89,24.07,25.25,26.42,27.6,28.78,29.95,31.13,31.19,31.26,31.32,31.39,31.45,31.51,31.58,31.64,31.71,31.77,31.83,31.9,31.96,32.03,32.09,32.15,32.22,32.28,32.35,32.41,,,,,,,,,,,,,,,
Home,  ,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.91,5.46,6.0,6.55,7.09,7.64,8.19,8.73,8.73,8.73,9.32,9.91,10.5,11.53,12.55,13.57,14.6,15.62,16.52,17.41,18.31,19.2,20.1,21.0,21.89,22.79,23.68,24.58,24.62,24.66,24.71,24.75,24.79,24.83,24.88,24.92,24.96,25.01,25.05,25.09,25.13,25.18,25.22,25.26,25.31,25.35,25.39,25.44,25.48,25.52,25.57,25.61,25.66,25.7,25.75,25.79,25.84,29.8,31.11,32.42,33.72,35.03,36.34
Home -> Cleaning Supplies, SC ,,,,,,,,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Home Security & Safety, SC ,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Arts & Crafts, SC ,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Bath, SC ,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Kitchen & Dining, SC ,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,8.77,8.81,8.85,8.89,8.93,8.98,9.02,9.06,9.1,9.14,9.19,9.23,9.27,9.31,9.35,9.4,9.44,9.48,9.52,9.56,9.61,9.65,9.69,9.73,9.78,9.82,9.86,9.9,9.94,9.99,10.3,10.62,10.93,11.25,11.56
Home -> Curtains & Window Coverings, SC ,,,,,,,,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,8.77,8.81,8.85,8.89,8.93,8.98,9.02,9.06,9.1,9.14,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Decor, SC ,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,8.77,8.81,8.85,8.89,8.93,8.98,9.02,9.06,9.1,9.14,9.19,9.23,9.27,9.31,9.35,9.4,9.44,9.48,9.52,9.56,9.61,9.65,9.69,9.73,9.78,9.82,9.86,9.9,9.94,9.99,10.3,10.62,10.93,11.25,11.56
Home -> Floor Care, SC ,,,,,,,,,,,,,,,,,,,,,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,8.77,8.81,8.85,8.89,8.93,8.98,9.02,9.06,9.1,9.14,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Lighting & Light Fixtures, SC ,,,,,,,,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,8.77,8.81,8.85,8.89,8.93,8.98,9.02,9.06,9.1,9.14,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Luggage, SC&VAS ,,,,,,,,,,,,,,,,,,8.73,9.32,9.91,10.5,11.53,12.55,13.57,14.6,15.62,16.52,17.41,18.31,19.2,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Rugs & Mats, SC ,,,,,,,,,,,,,,,,,4.9,4.9,5.04,5.18,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,8.77,8.81,8.85,8.89,8.93,8.98,9.02,9.06,9.1,9.14,9.19,9.23,9.27,9.31,9.35,9.4,9.44,9.48,9.52,9.56,9.61,9.65,9.69,9.73,9.78,9.82,9.86,9.9,9.94,9.99,10.3,10.62,10.93,11.25,11.56
Home -> Safes, SC&VAS ,,,,,,,,,,,,,,,,,,,,,10.5,11.53,12.55,13.57,14.6,15.62,16.52,17.41,18.31,19.2,20.1,21.0,21.89,22.79,23.68,24.58,24.62,24.66,24.71,24.75,24.79,24.83,24.88,24.92,24.96,25.01,25.05,25.09,25.13,25.18,25.22,25.26,25.31,25.35,25.39,25.44,25.48,25.52,25.57,25.61,25.66,25.7,25.75,25.79,25.84,29.8,31.11,32.42,33.72,35.03,36.34
Home -> Smoke Alarms & CO Detectors, SC ,,,,2.45,2.45,2.45,2.45,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home -> Storage & Organization, SC ,,,,2.45,2.45,2.45,2.45,2.45,2.75,3.06,3.37,3.67,3.98,4.29,4.59,4.9,4.9,4.9,5.04,5.18,5.32,5.57,5.82,6.07,6.31,6.56,6.78,6.99,7.21,7.43,7.64,7.86,8.07,8.29,8.51,8.72,8.77,8.81,8.85,8.89,8.93,8.98,9.02,9.06,9.1,9.14,9.19,9.23,9.27,9.31,9.35,9.4,9.44,9.48,9.52,9.56,9.61,9.65,9.69,9.73,9.78,9.82,9.86,9.9,9.94,9.99,10.3,10.62,10.93,11.25,11.56
Home -> Vacuums, SC&VAS ,,,,,,,,,,,,,,,,,,,9.32,9.91,10.5,11.53,12.55,13.57,14.6,15.62,16.52,17.41,18.31,19.2,20.1,21.0,21.89,22.79,23.68,24.58,24.62,24.66,24.71,24.75,24.79,24.83,24.88,24.92,24.96,25.01,25.05,25.09,25.13,25.18,25.22,25.26,25.31,25.35,25.39,25.44,25.48,25.52,25.57,25.61,25.66,25.7,25.75,25.79,25.84,29.8,31.11,32.42,33.72,35.03,36.34
Home Improvement,  ,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.91,5.46,6.0,6.55,7.09,7.64,8.19,8.73,8.73,8.73,9.32,9.91,10.5,11.53,12.55,13.57,14.6,15.62,16.52,17.41,18.31,19.2,20.1,21.0,21.89,22.79,23.68,24.58,24.62,24.66,24.71,24.75,24.79,24.83,24.88,24.92,24.96,25.0,25.05,25.09,25.13,25.18,25.22,25.26,25.31,25.35,25.39,25.43,25.48,25.52,25.57,25.61,25.65,25.7,25.74,25.79,25.84,29.8,31.11,32.42,33.72,35.03,36.34
